"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"2","계동길 69","계동교회 앞","2022-03-19 07:30:37","2022-03-19 07:40:37","4223","4904","2022-03-19 07:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 07:30:37","2022-03-19 07:40:37","1403","1457","2022-03-19 07:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 07:30:37","2022-03-19 07:40:37","597","643","2022-03-19 07:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 07:40:37","2022-03-19 07:50:40","606","665","2022-03-19 07:50:40"
"2","계동길 69","계동교회 앞","2022-03-19 07:40:37","2022-03-19 07:50:40","4548","5162","2022-03-19 07:50:40"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 07:40:37","2022-03-19 07:50:40","1423","1475","2022-03-19 07:50:40"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 07:50:40","2022-03-19 08:00:37","1447","1478","2022-03-19 08:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 07:50:40","2022-03-19 08:00:37","4830","5404","2022-03-19 08:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 07:50:40","2022-03-19 08:00:37","609","676","2022-03-19 08:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 08:00:37","2022-03-19 08:10:37","1463","1491","2022-03-19 08:10:37"
"2","계동길 69","계동교회 앞","2022-03-19 08:00:37","2022-03-19 08:10:37","5106","5692","2022-03-19 08:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 08:00:37","2022-03-19 08:10:37","612","688","2022-03-19 08:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 08:10:37","2022-03-19 08:20:37","1506","1514","2022-03-19 08:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 08:10:37","2022-03-19 08:20:37","5570","6141","2022-03-19 08:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 08:10:37","2022-03-19 08:20:37","614","696","2022-03-19 08:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 08:20:37","2022-03-19 08:30:37","1535","1540","2022-03-19 08:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 08:20:37","2022-03-19 08:30:37","6047","6656","2022-03-19 08:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 08:20:37","2022-03-19 08:30:37","642","711","2022-03-19 08:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 08:30:37","2022-03-19 08:40:40","1581","1568","2022-03-19 08:40:40"
"2","계동길 69","계동교회 앞","2022-03-19 08:30:37","2022-03-19 08:40:40","6553","7202","2022-03-19 08:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 08:30:37","2022-03-19 08:40:40","667","721","2022-03-19 08:40:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 08:40:40","2022-03-19 08:50:37","678","726","2022-03-19 08:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 08:40:40","2022-03-19 08:50:37","1616","1602","2022-03-19 08:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 08:40:40","2022-03-19 08:50:37","7058","7692","2022-03-19 08:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 08:50:37","2022-03-19 09:00:37","7579","8163","2022-03-19 09:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 08:50:37","2022-03-19 09:00:37","686","735","2022-03-19 09:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 08:50:37","2022-03-19 09:00:37","1649","1625","2022-03-19 09:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 09:00:37","2022-03-19 09:10:37","8071","8678","2022-03-19 09:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 09:00:37","2022-03-19 09:10:37","1664","1653","2022-03-19 09:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 09:00:37","2022-03-19 09:10:37","699","761","2022-03-19 09:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 09:10:37","2022-03-19 09:20:37","720","778","2022-03-19 09:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 09:10:37","2022-03-19 09:20:37","8523","9178","2022-03-19 09:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 09:10:37","2022-03-19 09:20:37","1688","1675","2022-03-19 09:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 09:20:37","2022-03-19 09:30:40","1743","1693","2022-03-19 09:30:40"
"2","계동길 69","계동교회 앞","2022-03-19 09:20:37","2022-03-19 09:30:40","9070","9703","2022-03-19 09:30:40"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 09:20:37","2022-03-19 09:30:40","738","799","2022-03-19 09:30:40"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 09:30:40","2022-03-19 09:40:37","1774","1713","2022-03-19 09:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 09:30:40","2022-03-19 09:40:37","9579","10220","2022-03-19 09:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 09:30:40","2022-03-19 09:40:37","758","843","2022-03-19 09:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 10:10:42","2022-03-19 10:20:37","1911","1827","2022-03-19 10:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 10:10:42","2022-03-19 10:20:37","11741","12564","2022-03-19 10:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 10:10:42","2022-03-19 10:20:37","823","983","2022-03-19 10:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 10:20:37","2022-03-19 10:30:37","1929","1838","2022-03-19 10:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 10:20:37","2022-03-19 10:30:37","12285","13093","2022-03-19 10:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 10:20:37","2022-03-19 10:30:37","847","1012","2022-03-19 10:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 11:40:42","2022-03-19 11:50:37","2134","1982","2022-03-19 11:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 11:40:42","2022-03-19 11:50:37","16125","17040","2022-03-19 11:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 11:40:42","2022-03-19 11:50:37","1061","1302","2022-03-19 11:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 13:20:42","2022-03-19 13:30:37","2434","2170","2022-03-19 13:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 13:20:42","2022-03-19 13:30:37","21193","22217","2022-03-19 13:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 13:20:42","2022-03-19 13:30:37","1392","1723","2022-03-19 13:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 13:30:37","2022-03-19 13:40:37","21683","22704","2022-03-19 13:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 13:30:37","2022-03-19 13:40:37","2487","2201","2022-03-19 13:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 13:30:37","2022-03-19 13:40:37","1432","1767","2022-03-19 13:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 13:40:37","2022-03-19 13:50:37","22175","23204","2022-03-19 13:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 13:40:37","2022-03-19 13:50:37","2510","2230","2022-03-19 13:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 13:40:37","2022-03-19 13:50:37","1482","1814","2022-03-19 13:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 13:50:37","2022-03-19 14:00:37","1509","1868","2022-03-19 14:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 13:50:37","2022-03-19 14:00:37","22742","23782","2022-03-19 14:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 13:50:37","2022-03-19 14:00:37","2549","2278","2022-03-19 14:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 14:00:37","2022-03-19 14:10:37","2582","2310","2022-03-19 14:10:37"
"2","계동길 69","계동교회 앞","2022-03-19 14:00:37","2022-03-19 14:10:37","23360","24383","2022-03-19 14:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 14:00:37","2022-03-19 14:10:37","1548","1935","2022-03-19 14:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 14:10:37","2022-03-19 14:20:37","2620","2339","2022-03-19 14:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 14:10:37","2022-03-19 14:20:37","23951","24922","2022-03-19 14:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 14:10:37","2022-03-19 14:20:37","1574","1975","2022-03-19 14:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 14:20:37","2022-03-19 14:30:37","2669","2379","2022-03-19 14:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 14:20:37","2022-03-19 14:30:37","24613","25534","2022-03-19 14:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 14:20:37","2022-03-19 14:30:37","1600","2019","2022-03-19 14:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 14:30:37","2022-03-19 14:40:37","2732","2415","2022-03-19 14:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 14:30:37","2022-03-19 14:40:37","25227","26118","2022-03-19 14:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 14:30:37","2022-03-19 14:40:37","1645","2089","2022-03-19 14:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 14:40:37","2022-03-19 14:50:37","2775","2451","2022-03-19 14:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 14:40:37","2022-03-19 14:50:37","25790","26693","2022-03-19 14:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 14:40:37","2022-03-19 14:50:37","1690","2147","2022-03-19 14:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 14:50:37","2022-03-19 15:00:37","26396","27315","2022-03-19 15:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 14:50:37","2022-03-19 15:00:37","1757","2232","2022-03-19 15:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 14:50:37","2022-03-19 15:00:37","2822","2497","2022-03-19 15:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 15:00:37","2022-03-19 15:10:37","26876","27806","2022-03-19 15:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 15:00:37","2022-03-19 15:10:37","2865","2533","2022-03-19 15:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 15:00:37","2022-03-19 15:10:37","1792","2305","2022-03-19 15:10:37"
"2","계동길 69","계동교회 앞","2022-03-19 15:10:37","2022-03-19 15:20:37","27411","28313","2022-03-19 15:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 15:10:37","2022-03-19 15:20:37","2899","2590","2022-03-19 15:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 15:10:37","2022-03-19 15:20:37","1860","2416","2022-03-19 15:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 15:20:37","2022-03-19 15:30:37","1915","2493","2022-03-19 15:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 15:20:37","2022-03-19 15:30:37","28011","28866","2022-03-19 15:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 15:20:37","2022-03-19 15:30:37","2944","2654","2022-03-19 15:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 15:30:37","2022-03-19 15:40:37","2985","2710","2022-03-19 15:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 15:30:37","2022-03-19 15:40:37","28511","29419","2022-03-19 15:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 15:30:37","2022-03-19 15:40:37","1964","2589","2022-03-19 15:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 15:40:37","2022-03-19 15:50:37","3043","2766","2022-03-19 15:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 15:40:37","2022-03-19 15:50:37","29105","29928","2022-03-19 15:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 15:40:37","2022-03-19 15:50:37","2038","2701","2022-03-19 15:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 15:50:37","2022-03-19 16:00:37","3094","2831","2022-03-19 16:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 15:50:37","2022-03-19 16:00:37","29717","30377","2022-03-19 16:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 15:50:37","2022-03-19 16:00:37","2094","2784","2022-03-19 16:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 16:00:37","2022-03-19 16:10:37","3152","2878","2022-03-19 16:10:37"
"2","계동길 69","계동교회 앞","2022-03-19 16:00:37","2022-03-19 16:10:37","30303","30957","2022-03-19 16:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 16:00:37","2022-03-19 16:10:37","2147","2857","2022-03-19 16:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 16:10:37","2022-03-19 16:20:37","3186","2947","2022-03-19 16:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 16:10:37","2022-03-19 16:20:37","30884","31567","2022-03-19 16:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 16:10:37","2022-03-19 16:20:37","2206","2945","2022-03-19 16:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 16:20:37","2022-03-19 16:30:37","3247","2988","2022-03-19 16:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 16:20:37","2022-03-19 16:30:37","31489","32135","2022-03-19 16:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 16:20:37","2022-03-19 16:30:37","2273","3020","2022-03-19 16:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 16:30:37","2022-03-19 16:40:37","31969","32648","2022-03-19 16:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 16:30:37","2022-03-19 16:40:37","3325","3090","2022-03-19 16:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 16:30:37","2022-03-19 16:40:37","2327","3120","2022-03-19 16:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 16:40:37","2022-03-19 16:50:37","32462","33143","2022-03-19 16:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 16:40:37","2022-03-19 16:50:37","3377","3185","2022-03-19 16:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 16:40:37","2022-03-19 16:50:37","2375","3191","2022-03-19 16:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 16:50:37","2022-03-19 17:00:37","2465","3257","2022-03-19 17:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 16:50:37","2022-03-19 17:00:37","32899","33565","2022-03-19 17:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 16:50:37","2022-03-19 17:00:37","3436","3235","2022-03-19 17:00:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 17:00:37","2022-03-19 17:10:37","3490","3316","2022-03-19 17:10:37"
"2","계동길 69","계동교회 앞","2022-03-19 17:00:37","2022-03-19 17:10:37","33286","33909","2022-03-19 17:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 17:00:37","2022-03-19 17:10:37","2517","3333","2022-03-19 17:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 17:10:37","2022-03-19 17:20:37","3547","3393","2022-03-19 17:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 17:10:37","2022-03-19 17:20:37","33676","34296","2022-03-19 17:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 17:10:37","2022-03-19 17:20:37","2587","3423","2022-03-19 17:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 17:20:37","2022-03-19 17:30:37","3603","3498","2022-03-19 17:30:37"
"2","계동길 69","계동교회 앞","2022-03-19 17:20:37","2022-03-19 17:30:37","34083","34736","2022-03-19 17:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 17:20:37","2022-03-19 17:30:37","2663","3508","2022-03-19 17:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 17:30:37","2022-03-19 17:40:37","3639","3572","2022-03-19 17:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 17:30:37","2022-03-19 17:40:37","34467","35162","2022-03-19 17:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 17:30:37","2022-03-19 17:40:37","2722","3559","2022-03-19 17:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 17:40:37","2022-03-19 17:50:37","3680","3645","2022-03-19 17:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 17:40:37","2022-03-19 17:50:37","34923","35589","2022-03-19 17:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 17:40:37","2022-03-19 17:50:37","2777","3672","2022-03-19 17:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 17:50:37","2022-03-19 18:00:37","3723","3700","2022-03-19 18:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 17:50:37","2022-03-19 18:00:37","2817","3734","2022-03-19 18:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 17:50:37","2022-03-19 18:00:37","35388","36048","2022-03-19 18:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 18:00:37","2022-03-19 18:10:37","35787","36470","2022-03-19 18:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 18:00:37","2022-03-19 18:10:37","3787","3782","2022-03-19 18:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 18:00:37","2022-03-19 18:10:37","2861","3826","2022-03-19 18:10:37"
"2","계동길 69","계동교회 앞","2022-03-19 18:10:37","2022-03-19 18:20:37","36142","36863","2022-03-19 18:20:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 18:10:37","2022-03-19 18:20:37","2909","3892","2022-03-19 18:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 18:10:37","2022-03-19 18:20:37","3829","3850","2022-03-19 18:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 18:20:37","2022-03-19 18:30:37","36411","37223","2022-03-19 18:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 18:20:37","2022-03-19 18:30:37","2954","3972","2022-03-19 18:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 18:20:37","2022-03-19 18:30:37","3855","3914","2022-03-19 18:30:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 18:30:37","2022-03-19 18:40:37","3879","3984","2022-03-19 18:40:37"
"2","계동길 69","계동교회 앞","2022-03-19 18:30:37","2022-03-19 18:40:37","36706","37550","2022-03-19 18:40:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 18:30:37","2022-03-19 18:40:37","2998","4013","2022-03-19 18:40:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 18:40:37","2022-03-19 18:50:37","3903","4082","2022-03-19 18:50:37"
"2","계동길 69","계동교회 앞","2022-03-19 18:40:37","2022-03-19 18:50:37","36933","37894","2022-03-19 18:50:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 18:40:37","2022-03-19 18:50:37","3047","4072","2022-03-19 18:50:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 18:50:37","2022-03-19 19:00:37","3935","4155","2022-03-19 19:00:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 18:50:37","2022-03-19 19:00:37","3106","4142","2022-03-19 19:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 18:50:37","2022-03-19 19:00:37","37014","38047","2022-03-19 19:00:37"
"2","계동길 69","계동교회 앞","2022-03-19 19:00:37","2022-03-19 19:10:37","37105","38216","2022-03-19 19:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 19:00:37","2022-03-19 19:10:37","3161","4184","2022-03-19 19:10:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 19:00:37","2022-03-19 19:10:37","3961","4209","2022-03-19 19:10:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 19:10:37","2022-03-19 19:20:37","3214","4248","2022-03-19 19:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 19:10:37","2022-03-19 19:20:37","37162","38324","2022-03-19 19:20:37"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 19:10:37","2022-03-19 19:20:37","3993","4288","2022-03-19 19:20:37"
"2","계동길 69","계동교회 앞","2022-03-19 19:20:37","2022-03-19 19:30:37","37231","38463","2022-03-19 19:30:37"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 19:20:37","2022-03-19 19:30:38","3238","4273","2022-03-19 19:30:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 19:20:37","2022-03-19 19:30:38","4007","4349","2022-03-19 19:30:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 19:30:38","2022-03-19 19:40:38","4052","4388","2022-03-19 19:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 19:30:38","2022-03-19 19:40:38","3276","4298","2022-03-19 19:40:38"
"2","계동길 69","계동교회 앞","2022-03-19 19:30:38","2022-03-19 19:40:38","37272","38596","2022-03-19 19:40:38"
"2","계동길 69","계동교회 앞","2022-03-19 19:40:38","2022-03-19 19:50:38","37303","38669","2022-03-19 19:50:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 19:40:38","2022-03-19 19:50:38","3303","4321","2022-03-19 19:50:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 19:40:38","2022-03-19 19:50:38","4066","4419","2022-03-19 19:50:38"
"2","계동길 69","계동교회 앞","2022-03-19 19:50:38","2022-03-19 20:00:38","37369","38803","2022-03-19 20:00:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 19:50:38","2022-03-19 20:00:38","4078","4447","2022-03-19 20:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 19:50:38","2022-03-19 20:00:38","3338","4370","2022-03-19 20:00:38"
"2","계동길 69","계동교회 앞","2022-03-19 20:00:38","2022-03-19 20:10:38","37415","38896","2022-03-19 20:10:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 20:00:38","2022-03-19 20:10:38","4095","4490","2022-03-19 20:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 20:00:38","2022-03-19 20:10:38","3381","4405","2022-03-19 20:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 20:10:38","2022-03-19 20:20:38","3397","4434","2022-03-19 20:20:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 20:10:38","2022-03-19 20:20:38","4117","4563","2022-03-19 20:20:38"
"2","계동길 69","계동교회 앞","2022-03-19 20:10:38","2022-03-19 20:20:38","37452","38965","2022-03-19 20:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 20:20:38","2022-03-19 20:30:38","3423","4451","2022-03-19 20:30:38"
"2","계동길 69","계동교회 앞","2022-03-19 20:20:38","2022-03-19 20:30:38","37484","39045","2022-03-19 20:30:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 20:20:38","2022-03-19 20:30:38","4151","4605","2022-03-19 20:30:38"
"2","계동길 69","계동교회 앞","2022-03-19 20:30:38","2022-03-19 20:40:38","37510","39120","2022-03-19 20:40:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 20:30:38","2022-03-19 20:40:38","4159","4639","2022-03-19 20:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 20:30:38","2022-03-19 20:40:38","3461","4475","2022-03-19 20:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 20:40:38","2022-03-19 20:50:38","3500","4508","2022-03-19 20:50:38"
"2","계동길 69","계동교회 앞","2022-03-19 20:40:38","2022-03-19 20:50:38","37530","39169","2022-03-19 20:50:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 20:40:38","2022-03-19 20:50:38","4183","4665","2022-03-19 20:50:38"
"2","계동길 69","계동교회 앞","2022-03-19 20:50:38","2022-03-19 21:00:38","37562","39249","2022-03-19 21:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 20:50:38","2022-03-19 21:00:38","3517","4527","2022-03-19 21:00:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 20:50:38","2022-03-19 21:00:38","4202","4699","2022-03-19 21:00:38"
"2","계동길 69","계동교회 앞","2022-03-19 21:00:38","2022-03-19 21:10:38","37600","39333","2022-03-19 21:10:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 21:00:38","2022-03-19 21:10:38","3534","4541","2022-03-19 21:10:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 21:00:38","2022-03-19 21:10:38","4211","4746","2022-03-19 21:10:38"
"2","계동길 69","계동교회 앞","2022-03-19 21:10:38","2022-03-19 21:20:38","37611","39377","2022-03-19 21:20:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 21:10:38","2022-03-19 21:20:38","4214","4780","2022-03-19 21:20:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 21:10:38","2022-03-19 21:20:38","3556","4560","2022-03-19 21:20:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 21:20:38","2022-03-19 21:30:38","4219","4796","2022-03-19 21:30:38"
"2","계동길 69","계동교회 앞","2022-03-19 21:20:38","2022-03-19 21:30:38","37646","39451","2022-03-19 21:30:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 21:20:38","2022-03-19 21:30:38","3563","4580","2022-03-19 21:30:38"
"2","계동길 69","계동교회 앞","2022-03-19 21:30:38","2022-03-19 21:40:38","37669","39504","2022-03-19 21:40:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 21:30:38","2022-03-19 21:40:38","4230","4818","2022-03-19 21:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 21:30:38","2022-03-19 21:40:38","3580","4593","2022-03-19 21:40:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 21:40:38","2022-03-19 21:50:38","3587","4606","2022-03-19 21:50:38"
"2","계동길 69","계동교회 앞","2022-03-19 21:40:38","2022-03-19 21:50:38","37695","39568","2022-03-19 21:50:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 21:40:38","2022-03-19 21:50:38","4238","4840","2022-03-19 21:50:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 21:50:38","2022-03-19 22:00:38","4250","4860","2022-03-19 22:00:38"
"2","계동길 69","계동교회 앞","2022-03-19 21:50:38","2022-03-19 22:00:38","37719","39621","2022-03-19 22:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 21:50:38","2022-03-19 22:00:38","3596","4610","2022-03-19 22:00:38"
"4","북촌로5가길 38","삼청파출소 사잇길","2022-03-19 22:00:38","2022-03-19 22:10:38","3604","4617","2022-03-19 22:10:38"
"1","율곡로3길 50","덕성여고 앞","2022-03-19 22:00:38","2022-03-19 22:10:38","4255","4879","2022-03-19 22:10:38"
"2","계동길 69","계동교회 앞","2022-03-19 22:00:38","2022-03-19 22:10:38","37752","39710","2022-03-19 22:10:38"
"2","계동길 69","계동교회 앞","2022-03-19 22:10:38","2022-03-19 22:20:38","37775","39759","2022-03-19 22:20:38"
