"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"2","계동길 69","계동교회 앞","2022-06-16 02:20:38","2022-06-16 02:30:38","1391","1128","2022-06-16 02:30:38"
"2","계동길 69","계동교회 앞","2022-06-16 02:30:38","2022-06-16 02:40:38","1457","1152","2022-06-16 02:40:38"
"2","계동길 69","계동교회 앞","2022-06-16 02:40:38","2022-06-16 02:50:38","1574","1228","2022-06-16 02:50:38"
"2","계동길 69","계동교회 앞","2022-06-16 02:50:38","2022-06-16 03:00:38","1649","1256","2022-06-16 03:00:38"
"2","계동길 69","계동교회 앞","2022-06-16 03:00:38","2022-06-16 03:10:38","1751","1322","2022-06-16 03:10:38"
"2","계동길 69","계동교회 앞","2022-06-16 03:10:38","2022-06-16 03:20:38","1873","1410","2022-06-16 03:20:38"
"2","계동길 69","계동교회 앞","2022-06-16 03:20:38","2022-06-16 03:30:38","1909","1442","2022-06-16 03:30:38"
"2","계동길 69","계동교회 앞","2022-06-16 03:30:38","2022-06-16 03:40:38","1948","1467","2022-06-16 03:40:38"
"2","계동길 69","계동교회 앞","2022-06-16 03:40:38","2022-06-16 03:50:38","1982","1500","2022-06-16 03:50:38"
"2","계동길 69","계동교회 앞","2022-06-16 03:50:38","2022-06-16 04:00:38","2040","1545","2022-06-16 04:00:38"
"2","계동길 69","계동교회 앞","2022-06-16 04:00:38","2022-06-16 04:10:38","2105","1585","2022-06-16 04:10:38"
"2","계동길 69","계동교회 앞","2022-06-16 04:10:38","2022-06-16 04:20:38","2184","1646","2022-06-16 04:20:38"
"2","계동길 69","계동교회 앞","2022-06-16 04:20:38","2022-06-16 04:30:38","2212","1678","2022-06-16 04:30:38"
"2","계동길 69","계동교회 앞","2022-06-16 04:30:38","2022-06-16 04:40:38","2272","1744","2022-06-16 04:40:38"
"2","계동길 69","계동교회 앞","2022-06-16 04:40:38","2022-06-16 04:50:38","2309","1808","2022-06-16 04:50:38"
"2","계동길 69","계동교회 앞","2022-06-16 04:50:38","2022-06-16 05:00:38","2374","1891","2022-06-16 05:00:38"
"2","계동길 69","계동교회 앞","2022-06-16 05:00:38","2022-06-16 05:10:38","2456","2005","2022-06-16 05:10:38"
"2","계동길 69","계동교회 앞","2022-06-16 05:10:38","2022-06-16 05:20:38","2604","2154","2022-06-16 05:20:38"
"2","계동길 69","계동교회 앞","2022-06-16 05:20:38","2022-06-16 05:30:38","2919","2361","2022-06-16 05:30:38"
"2","계동길 69","계동교회 앞","2022-06-16 05:30:38","2022-06-16 05:40:38","3369","2694","2022-06-16 05:40:38"
"2","계동길 69","계동교회 앞","2022-06-16 05:40:38","2022-06-16 05:50:38","3678","3089","2022-06-16 05:50:38"
"2","계동길 69","계동교회 앞","2022-06-16 05:50:38","2022-06-16 06:00:38","4086","3496","2022-06-16 06:00:38"
"2","계동길 69","계동교회 앞","2022-06-16 06:00:38","2022-06-16 06:10:38","4441","3841","2022-06-16 06:10:38"
"2","계동길 69","계동교회 앞","2022-06-16 06:10:38","2022-06-16 06:20:38","4993","4300","2022-06-16 06:20:38"
"2","계동길 69","계동교회 앞","2022-06-16 06:20:38","2022-06-16 06:30:38","5478","4750","2022-06-16 06:30:38"
"2","계동길 69","계동교회 앞","2022-06-16 06:30:38","2022-06-16 06:40:38","5902","5186","2022-06-16 06:40:38"
"2","계동길 69","계동교회 앞","2022-06-16 06:40:38","2022-06-16 06:50:38","6372","5664","2022-06-16 06:50:38"
"2","계동길 69","계동교회 앞","2022-06-16 06:50:38","2022-06-16 07:00:38","6847","6208","2022-06-16 07:00:38"
"2","계동길 69","계동교회 앞","2022-06-16 07:00:38","2022-06-16 07:10:38","7388","6777","2022-06-16 07:10:38"
"2","계동길 69","계동교회 앞","2022-06-16 07:10:38","2022-06-16 07:20:38","8028","7406","2022-06-16 07:20:38"
"2","계동길 69","계동교회 앞","2022-06-16 07:20:38","2022-06-16 07:30:38","8544","7915","2022-06-16 07:30:38"
"2","계동길 69","계동교회 앞","2022-06-16 07:30:38","2022-06-16 07:40:38","9171","8519","2022-06-16 07:40:38"
"2","계동길 69","계동교회 앞","2022-06-16 07:40:38","2022-06-16 07:50:38","9867","9158","2022-06-16 07:50:38"
"2","계동길 69","계동교회 앞","2022-06-16 07:50:38","2022-06-16 08:00:38","10582","9777","2022-06-16 08:00:38"
"2","계동길 69","계동교회 앞","2022-06-16 08:00:38","2022-06-16 08:10:38","11241","10330","2022-06-16 08:10:38"
"2","계동길 69","계동교회 앞","2022-06-16 08:10:38","2022-06-16 08:20:39","11742","10836","2022-06-16 08:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 08:20:39","2022-06-16 08:30:39","12181","11307","2022-06-16 08:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 08:30:39","2022-06-16 08:40:39","12594","11715","2022-06-16 08:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 08:40:39","2022-06-16 08:50:39","13135","12255","2022-06-16 08:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 08:50:39","2022-06-16 09:00:39","13751","12917","2022-06-16 09:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 09:00:39","2022-06-16 09:10:39","14289","13452","2022-06-16 09:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 09:10:39","2022-06-16 09:20:39","14700","13976","2022-06-16 09:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 09:20:39","2022-06-16 09:30:39","15167","14459","2022-06-16 09:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 09:30:39","2022-06-16 09:40:39","15593","14821","2022-06-16 09:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 09:40:39","2022-06-16 09:50:39","16002","15268","2022-06-16 09:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 09:50:39","2022-06-16 10:00:39","16288","15532","2022-06-16 10:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 10:00:39","2022-06-16 10:10:39","16570","15936","2022-06-16 10:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 10:10:39","2022-06-16 10:20:39","16831","16257","2022-06-16 10:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 10:20:39","2022-06-16 10:30:39","17059","16566","2022-06-16 10:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 10:30:39","2022-06-16 10:40:39","17265","16831","2022-06-16 10:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 10:40:39","2022-06-16 10:50:39","17436","17012","2022-06-16 10:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 10:50:39","2022-06-16 11:00:39","17618","17217","2022-06-16 11:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 11:00:39","2022-06-16 11:10:39","17775","17479","2022-06-16 11:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 11:10:39","2022-06-16 11:20:39","17963","17694","2022-06-16 11:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 11:20:39","2022-06-16 11:30:39","18117","17889","2022-06-16 11:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 11:30:39","2022-06-16 11:40:39","18298","18148","2022-06-16 11:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 11:40:39","2022-06-16 11:50:39","18546","18345","2022-06-16 11:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 11:50:39","2022-06-16 12:00:39","18749","18545","2022-06-16 12:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 12:00:39","2022-06-16 12:10:39","18966","18777","2022-06-16 12:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 12:10:39","2022-06-16 12:20:39","19249","19031","2022-06-16 12:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 12:20:39","2022-06-16 12:30:39","19513","19303","2022-06-16 12:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 12:30:39","2022-06-16 12:40:39","19788","19571","2022-06-16 12:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 12:40:39","2022-06-16 12:50:39","20031","19833","2022-06-16 12:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 12:50:39","2022-06-16 13:00:39","20267","20102","2022-06-16 13:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 13:00:39","2022-06-16 13:10:39","20486","20354","2022-06-16 13:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 13:10:39","2022-06-16 13:20:39","20686","20590","2022-06-16 13:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 13:20:39","2022-06-16 13:30:39","20821","20798","2022-06-16 13:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 13:30:39","2022-06-16 13:40:39","21045","21042","2022-06-16 13:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 13:40:39","2022-06-16 13:50:39","21232","21285","2022-06-16 13:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 13:50:39","2022-06-16 14:00:39","21400","21498","2022-06-16 14:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 14:00:39","2022-06-16 14:10:39","21587","21739","2022-06-16 14:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 14:10:39","2022-06-16 14:20:39","21815","21967","2022-06-16 14:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 14:20:39","2022-06-16 14:30:39","22017","22204","2022-06-16 14:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 14:30:39","2022-06-16 14:40:39","22210","22429","2022-06-16 14:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 14:40:39","2022-06-16 14:50:39","22414","22648","2022-06-16 14:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 14:50:39","2022-06-16 15:00:39","22585","22831","2022-06-16 15:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 15:00:39","2022-06-16 15:10:39","22787","23032","2022-06-16 15:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 15:10:39","2022-06-16 15:20:39","22975","23252","2022-06-16 15:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 15:20:39","2022-06-16 15:30:39","23164","23485","2022-06-16 15:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 15:30:39","2022-06-16 15:40:39","23349","23746","2022-06-16 15:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 15:40:39","2022-06-16 15:50:39","23504","23953","2022-06-16 15:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 15:50:39","2022-06-16 16:00:39","23653","24175","2022-06-16 16:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 16:00:39","2022-06-16 16:10:39","23782","24627","2022-06-16 16:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 16:10:39","2022-06-16 16:20:39","23938","25017","2022-06-16 16:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 16:20:39","2022-06-16 16:30:39","24114","25281","2022-06-16 16:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 16:30:39","2022-06-16 16:40:39","24240","25524","2022-06-16 16:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 16:40:39","2022-06-16 16:50:39","24357","25794","2022-06-16 16:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 16:50:39","2022-06-16 17:00:39","24537","26027","2022-06-16 17:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 17:00:39","2022-06-16 17:10:39","24653","26228","2022-06-16 17:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 17:10:39","2022-06-16 17:20:39","24758","26401","2022-06-16 17:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 17:20:39","2022-06-16 17:30:39","24887","26624","2022-06-16 17:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 17:30:39","2022-06-16 17:40:39","24994","26762","2022-06-16 17:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 17:40:39","2022-06-16 17:50:39","25132","27088","2022-06-16 17:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 17:50:39","2022-06-16 18:00:39","25331","27362","2022-06-16 18:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 18:00:39","2022-06-16 18:10:39","25490","27577","2022-06-16 18:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 18:10:39","2022-06-16 18:20:39","25678","27820","2022-06-16 18:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 18:20:39","2022-06-16 18:30:39","25891","28094","2022-06-16 18:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 18:30:39","2022-06-16 18:40:39","26036","28365","2022-06-16 18:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 18:40:39","2022-06-16 18:50:39","26145","28609","2022-06-16 18:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 18:50:39","2022-06-16 19:00:39","26320","28823","2022-06-16 19:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 19:00:39","2022-06-16 19:10:39","26476","29041","2022-06-16 19:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 19:10:39","2022-06-16 19:20:39","26684","29346","2022-06-16 19:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 19:20:39","2022-06-16 19:30:39","26860","29617","2022-06-16 19:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 19:30:39","2022-06-16 19:40:39","27058","29909","2022-06-16 19:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 19:40:39","2022-06-16 19:50:39","27214","30098","2022-06-16 19:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 19:50:39","2022-06-16 20:00:39","27312","30253","2022-06-16 20:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 20:00:39","2022-06-16 20:10:39","27438","30386","2022-06-16 20:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 20:10:39","2022-06-16 20:20:39","27480","30448","2022-06-16 20:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 20:20:39","2022-06-16 20:30:39","27521","30557","2022-06-16 20:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 20:30:39","2022-06-16 20:40:39","27543","30612","2022-06-16 20:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 20:40:39","2022-06-16 20:50:39","27588","30714","2022-06-16 20:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 20:50:39","2022-06-16 21:00:39","27627","30788","2022-06-16 21:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 21:00:39","2022-06-16 21:10:39","27662","30863","2022-06-16 21:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 21:10:39","2022-06-16 21:20:39","27705","30932","2022-06-16 21:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 21:20:39","2022-06-16 21:30:39","27729","30984","2022-06-16 21:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 21:30:39","2022-06-16 21:40:39","27756","31052","2022-06-16 21:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 21:40:39","2022-06-16 21:50:39","27780","31097","2022-06-16 21:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 21:50:39","2022-06-16 22:00:39","27814","31141","2022-06-16 22:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 22:00:39","2022-06-16 22:10:39","27876","31217","2022-06-16 22:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 22:10:39","2022-06-16 22:20:39","27891","31307","2022-06-16 22:20:39"
"2","계동길 69","계동교회 앞","2022-06-16 22:20:39","2022-06-16 22:30:39","27913","31393","2022-06-16 22:30:39"
"2","계동길 69","계동교회 앞","2022-06-16 22:30:39","2022-06-16 22:40:39","27929","31458","2022-06-16 22:40:39"
"2","계동길 69","계동교회 앞","2022-06-16 22:40:39","2022-06-16 22:50:39","27941","31582","2022-06-16 22:50:39"
"2","계동길 69","계동교회 앞","2022-06-16 22:50:39","2022-06-16 23:00:39","27960","31621","2022-06-16 23:00:39"
"2","계동길 69","계동교회 앞","2022-06-16 23:00:39","2022-06-16 23:10:39","27988","31689","2022-06-16 23:10:39"
"2","계동길 69","계동교회 앞","2022-06-16 23:10:39","2022-06-16 23:20:40","28015","31749","2022-06-16 23:20:40"
"2","계동길 69","계동교회 앞","2022-06-16 23:20:40","2022-06-16 23:30:40","28023","31784","2022-06-16 23:30:40"
"2","계동길 69","계동교회 앞","2022-06-16 23:30:40","2022-06-16 23:40:40","28037","31841","2022-06-16 23:40:40"
"2","계동길 69","계동교회 앞","2022-06-16 23:40:40","2022-06-16 23:50:40","28059","31871","2022-06-16 23:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 00:00:40","2022-06-17 00:10:41","19","18","2022-06-17 00:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 00:10:41","2022-06-17 00:20:40","29","48","2022-06-17 00:20:40"
"2","계동길 69","계동교회 앞","2022-06-17 00:20:40","2022-06-17 00:30:40","44","111","2022-06-17 00:30:40"
"2","계동길 69","계동교회 앞","2022-06-17 00:30:40","2022-06-17 00:40:40","51","136","2022-06-17 00:40:40"
"2","계동길 69","계동교회 앞","2022-06-17 00:40:40","2022-06-17 00:50:40","61","166","2022-06-17 00:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 00:50:40","2022-06-17 01:00:40","64","188","2022-06-17 01:00:40"
"2","계동길 69","계동교회 앞","2022-06-17 01:00:40","2022-06-17 01:10:40","66","208","2022-06-17 01:10:40"
"2","계동길 69","계동교회 앞","2022-06-17 01:10:40","2022-06-17 01:20:40","71","243","2022-06-17 01:20:40"
"2","계동길 69","계동교회 앞","2022-06-17 01:20:40","2022-06-17 01:30:40","75","286","2022-06-17 01:30:40"
"2","계동길 69","계동교회 앞","2022-06-17 01:30:40","2022-06-17 01:40:40","86","319","2022-06-17 01:40:40"
"2","계동길 69","계동교회 앞","2022-06-17 01:40:40","2022-06-17 01:50:40","86","349","2022-06-17 01:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 01:50:40","2022-06-17 02:00:40","93","390","2022-06-17 02:00:40"
"2","계동길 69","계동교회 앞","2022-06-17 02:00:40","2022-06-17 02:10:40","93","404","2022-06-17 02:10:40"
"2","계동길 69","계동교회 앞","2022-06-17 02:10:40","2022-06-17 02:20:40","96","422","2022-06-17 02:20:40"
"2","계동길 69","계동교회 앞","2022-06-17 02:20:40","2022-06-17 02:30:40","99","458","2022-06-17 02:30:40"
"2","계동길 69","계동교회 앞","2022-06-17 02:30:40","2022-06-17 02:40:40","107","489","2022-06-17 02:40:40"
"2","계동길 69","계동교회 앞","2022-06-17 02:40:40","2022-06-17 02:50:40","117","538","2022-06-17 02:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 02:50:40","2022-06-17 03:00:40","125","569","2022-06-17 03:00:40"
"2","계동길 69","계동교회 앞","2022-06-17 03:00:40","2022-06-17 03:10:40","131","604","2022-06-17 03:10:40"
"2","계동길 69","계동교회 앞","2022-06-17 03:10:40","2022-06-17 03:20:40","134","639","2022-06-17 03:20:40"
"2","계동길 69","계동교회 앞","2022-06-17 03:20:40","2022-06-17 03:30:40","139","670","2022-06-17 03:30:40"
"2","계동길 69","계동교회 앞","2022-06-17 03:30:40","2022-06-17 03:40:40","150","722","2022-06-17 03:40:40"
"2","계동길 69","계동교회 앞","2022-06-17 03:40:40","2022-06-17 03:50:40","153","752","2022-06-17 03:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 03:50:40","2022-06-17 04:00:40","156","777","2022-06-17 04:00:40"
"2","계동길 69","계동교회 앞","2022-06-17 04:00:40","2022-06-17 04:10:40","157","799","2022-06-17 04:10:40"
"2","계동길 69","계동교회 앞","2022-06-17 04:10:40","2022-06-17 04:20:40","160","823","2022-06-17 04:20:40"
"2","계동길 69","계동교회 앞","2022-06-17 04:20:40","2022-06-17 04:30:40","178","865","2022-06-17 04:30:40"
"2","계동길 69","계동교회 앞","2022-06-17 04:30:40","2022-06-17 04:40:40","182","908","2022-06-17 04:40:40"
"2","계동길 69","계동교회 앞","2022-06-17 04:40:40","2022-06-17 04:50:40","189","942","2022-06-17 04:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 04:50:40","2022-06-17 05:00:40","200","1005","2022-06-17 05:00:40"
"2","계동길 69","계동교회 앞","2022-06-17 05:00:40","2022-06-17 05:10:40","244","1065","2022-06-17 05:10:40"
"2","계동길 69","계동교회 앞","2022-06-17 05:10:40","2022-06-17 05:20:40","306","1169","2022-06-17 05:20:40"
"2","계동길 69","계동교회 앞","2022-06-17 05:20:40","2022-06-17 05:30:40","371","1252","2022-06-17 05:30:40"
"2","계동길 69","계동교회 앞","2022-06-17 05:30:40","2022-06-17 05:40:40","425","1307","2022-06-17 05:40:40"
"2","계동길 69","계동교회 앞","2022-06-17 05:40:40","2022-06-17 05:50:40","498","1406","2022-06-17 05:50:40"
"2","계동길 69","계동교회 앞","2022-06-17 05:50:41","2022-06-17 06:00:41","589","1593","2022-06-17 06:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 06:00:41","2022-06-17 06:10:41","640","1673","2022-06-17 06:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 06:10:41","2022-06-17 06:20:41","703","1771","2022-06-17 06:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 06:20:41","2022-06-17 06:30:41","907","1993","2022-06-17 06:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 06:30:41","2022-06-17 06:40:41","1007","2125","2022-06-17 06:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 06:40:41","2022-06-17 06:50:41","1077","2223","2022-06-17 06:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 06:50:41","2022-06-17 07:00:41","1217","2427","2022-06-17 07:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 07:00:41","2022-06-17 07:10:41","1354","2594","2022-06-17 07:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 07:10:41","2022-06-17 07:20:41","1533","2832","2022-06-17 07:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 07:20:41","2022-06-17 07:30:41","1755","3092","2022-06-17 07:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 07:30:41","2022-06-17 07:40:41","1964","3305","2022-06-17 07:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 07:40:41","2022-06-17 07:50:41","2223","3490","2022-06-17 07:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 07:50:41","2022-06-17 08:00:41","2531","3779","2022-06-17 08:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 08:00:41","2022-06-17 08:10:41","2882","4013","2022-06-17 08:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 08:10:41","2022-06-17 08:20:41","3099","4246","2022-06-17 08:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 08:20:41","2022-06-17 08:30:41","3287","4507","2022-06-17 08:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 08:30:41","2022-06-17 08:40:41","3418","4687","2022-06-17 08:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 08:40:41","2022-06-17 08:50:41","3641","4978","2022-06-17 08:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 08:50:41","2022-06-17 09:00:41","3875","5271","2022-06-17 09:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 09:00:41","2022-06-17 09:10:41","4031","5451","2022-06-17 09:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 09:10:41","2022-06-17 09:20:41","4219","5710","2022-06-17 09:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 09:20:41","2022-06-17 09:30:41","4342","5870","2022-06-17 09:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 09:30:41","2022-06-17 09:40:41","4511","6048","2022-06-17 09:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 09:40:41","2022-06-17 09:50:41","4657","6231","2022-06-17 09:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 09:50:41","2022-06-17 10:00:41","4811","6422","2022-06-17 10:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 10:00:41","2022-06-17 10:10:41","4995","6577","2022-06-17 10:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 10:10:41","2022-06-17 10:20:41","5176","6789","2022-06-17 10:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 10:20:41","2022-06-17 10:30:41","5418","7059","2022-06-17 10:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 10:30:41","2022-06-17 10:40:41","5605","7274","2022-06-17 10:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 10:40:41","2022-06-17 10:50:41","5753","7488","2022-06-17 10:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 10:50:41","2022-06-17 11:00:41","5895","7661","2022-06-17 11:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 11:00:41","2022-06-17 11:10:41","6042","7868","2022-06-17 11:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 11:10:41","2022-06-17 11:20:41","6169","8105","2022-06-17 11:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 11:20:41","2022-06-17 11:30:41","6318","8326","2022-06-17 11:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 11:30:41","2022-06-17 11:40:41","6460","8503","2022-06-17 11:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 11:40:41","2022-06-17 11:50:41","6676","8713","2022-06-17 11:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 11:50:41","2022-06-17 12:00:41","6854","8907","2022-06-17 12:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 12:00:41","2022-06-17 12:10:41","7086","9097","2022-06-17 12:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 12:10:41","2022-06-17 12:20:41","7349","9400","2022-06-17 12:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 12:20:41","2022-06-17 12:30:41","7542","9622","2022-06-17 12:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 12:30:41","2022-06-17 12:40:41","7785","9873","2022-06-17 12:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 12:40:41","2022-06-17 12:50:41","7965","10095","2022-06-17 12:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 12:50:41","2022-06-17 13:00:41","8142","10331","2022-06-17 13:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 13:00:41","2022-06-17 13:10:41","8296","10598","2022-06-17 13:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 13:10:41","2022-06-17 13:20:41","8466","10867","2022-06-17 13:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 13:20:41","2022-06-17 13:30:41","8633","11081","2022-06-17 13:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 13:30:41","2022-06-17 13:40:41","8773","11278","2022-06-17 13:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 13:40:41","2022-06-17 13:50:41","8914","11454","2022-06-17 13:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 13:50:41","2022-06-17 14:00:41","9079","11662","2022-06-17 14:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 14:00:41","2022-06-17 14:10:41","9226","11855","2022-06-17 14:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 14:10:41","2022-06-17 14:20:41","9375","12071","2022-06-17 14:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 14:20:41","2022-06-17 14:30:41","9535","12223","2022-06-17 14:30:41"
"2","계동길 69","계동교회 앞","2022-06-17 14:30:41","2022-06-17 14:40:41","9716","12405","2022-06-17 14:40:41"
"2","계동길 69","계동교회 앞","2022-06-17 14:40:41","2022-06-17 14:50:41","9931","12607","2022-06-17 14:50:41"
"2","계동길 69","계동교회 앞","2022-06-17 14:50:41","2022-06-17 15:00:41","10097","12809","2022-06-17 15:00:41"
"2","계동길 69","계동교회 앞","2022-06-17 15:00:41","2022-06-17 15:10:41","10314","13013","2022-06-17 15:10:41"
"2","계동길 69","계동교회 앞","2022-06-17 15:10:41","2022-06-17 15:20:41","10498","13223","2022-06-17 15:20:41"
"2","계동길 69","계동교회 앞","2022-06-17 15:20:41","2022-06-17 15:30:41","10647","13417","2022-06-17 15:30:41"
